from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,O Xylene,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,BP,station
11-Nov-2019 - 00:00,10.35,2.26,4.04,7.1,,25.62,59.67,0.0,88.49,184.81,,-0.14,310.17,1.46,0.81,14.59,17.42,29.69,47.11,21.46,5.23,12-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
12-Nov-2019 - 00:00,25.78,7.96,10.79,16.57,,76.41,137.06,0.0,77.91,168.55,,-0.13,275.22,1.22,1.07,11.8,32.58,43.19,75.68,39.12,20.47,13-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
13-Nov-2019 - 00:00,31.5,6.72,9.44,18.6,,92.79,160.31,0.0,77.92,177.15,,-0.12,275.77,1.27,0.88,13.57,21.76,50.66,72.41,52.19,11.2,14-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
14-Nov-2019 - 00:00,18.26,5.48,6.81,21.57,,81.65,146.07,0.0,81.05,158.12,,-0.13,246.24,1.19,0.92,11.71,13.82,51.81,65.63,31.62,12.07,15-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
15-Nov-2019 - 00:00,22.88,5.08,7.56,17.47,,73.77,134.05,0.0,80.35,181.04,,-0.12,267.33,1.16,0.86,12.05,18.42,45.76,64.18,28.63,8.78,16-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
16-Nov-2019 - 00:00,22.51,5.34,7.82,15.87,,77.6,146.31,0.0,80.37,171.04,,-0.12,246.36,1.09,0.86,10.73,31.47,52.78,84.24,33.82,10.62,17-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
17-Nov-2019 - 00:00,19.8,3.53,7.06,11.36,,97.83,169.87,0.0,80.98,168.81,,-0.12,278.9,1.08,0.99,11.34,30.0,44.58,74.58,36.57,9.75,18-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
18-Nov-2019 - 00:00,21.68,4.77,8.95,12.64,,111.85,192.35,0.0,78.46,160.19,,-0.12,275.81,1.04,1.12,12.42,15.34,53.33,68.68,36.83,11.15,19-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
19-Nov-2019 - 00:00,22.52,7.69,8.98,14.27,,93.54,176.15,0.0,71.71,172.0,,-0.13,273.81,1.32,1.05,10.26,30.72,54.57,85.28,35.21,9.87,20-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
20-Nov-2019 - 00:00,31.53,11.67,12.81,17.97,,96.69,190.71,0.0,69.49,170.38,,-0.12,227.38,1.08,0.99,7.68,61.5,61.34,122.85,33.23,11.59,21-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
21-Nov-2019 - 00:00,26.33,7.66,8.75,16.85,,100.29,187.18,0.0,71.66,162.38,,-0.13,246.04,1.25,0.75,9.86,37.99,57.42,95.42,34.83,11.91,22-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
22-Nov-2019 - 00:00,22.54,5.91,8.01,16.97,,95.21,175.14,0.0,77.19,156.04,,-0.12,278.26,1.13,0.92,13.49,22.83,56.4,79.22,33.16,13.12,23-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
23-Nov-2019 - 00:00,30.12,5.09,8.12,20.16,,115.23,200.14,0.0,81.27,144.32,,-0.12,275.36,1.08,1.12,15.75,26.01,58.43,84.44,35.72,12.43,24-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
24-Nov-2019 - 00:00,28.63,4.98,8.38,15.53,,122.33,215.98,0.0,78.9,149.95,,-0.12,246.01,1.06,1.13,13.65,42.81,58.46,101.27,40.42,8.22,25-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
25-Nov-2019 - 00:00,26.6,14.35,13.36,14.18,,124.68,224.23,0.0,81.01,136.38,,-0.12,274.96,1.04,1.33,14.72,35.1,61.4,96.51,35.38,8.34,26-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
26-Nov-2019 - 00:00,48.25,22.89,21.71,28.25,,153.24,257.92,0.0,82.52,128.8,,-0.12,190.74,0.98,1.59,11.97,89.59,65.72,155.31,31.84,8.53,27-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
27-Nov-2019 - 00:00,10.73,2.95,3.4,8.05,,134.3,223.07,0.0,79.83,103.73,,-0.09,228.44,1.11,1.38,12.54,44.26,64.82,109.07,27.11,7.65,28-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
28-Nov-2019 - 00:00,20.65,6.68,6.45,10.99,,115.86,191.52,0.0,80.13,155.96,,-0.13,241.07,1.11,1.19,12.62,52.31,58.62,110.86,26.57,,29-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
29-Nov-2019 - 00:00,35.01,10.05,11.54,21.65,,104.56,180.32,0.0,79.82,155.43,,-0.11,247.3,1.08,1.05,12.78,59.51,58.95,118.41,20.96,14.11,30-Nov-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
30-Nov-2019 - 00:00,38.26,11.34,14.27,26.94,,119.65,204.51,0.0,78.56,147.36,,-0.12,266.32,1.09,1.32,12.87,57.01,58.66,115.67,29.39,14.39,01-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
01-Dec-2019 - 00:00,25.31,7.03,9.32,15.44,,108.74,186.92,0.0,76.97,125.41,,-0.13,216.07,1.15,0.97,15.79,33.97,56.12,90.1,30.38,12.84,02-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
02-Dec-2019 - 00:00,25.94,6.43,9.77,12.33,,97.81,157.18,0.0,70.31,146.29,,-0.14,248.73,1.23,0.87,15.94,29.92,52.5,83.47,27.89,17.46,03-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
03-Dec-2019 - 00:00,25.69,5.31,7.88,12.93,,103.5,181.66,0.0,75.32,138.17,,-0.12,243.76,1.08,1.04,13.21,56.86,59.97,116.73,26.89,14.17,04-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
04-Dec-2019 - 00:00,27.95,8.58,9.49,15.9,,112.52,190.8,0.0,67.18,161.42,,-0.15,243.38,1.55,0.94,16.4,34.73,60.91,95.64,36.09,16.82,05-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
05-Dec-2019 - 00:00,21.85,6.46,6.58,10.2,,96.27,168.02,0.0,73.5,157.9,,-0.14,256.65,1.45,0.82,17.82,16.77,53.92,70.67,28.78,10.25,06-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
06-Dec-2019 - 00:00,22.32,15.79,11.18,10.4,,82.18,146.78,0.0,75.62,144.36,,-0.12,225.41,1.12,0.91,17.07,44.66,53.76,98.42,26.69,12.58,07-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
07-Dec-2019 - 00:00,23.33,7.27,8.35,13.03,,69.35,132.03,0.0,70.98,139.13,,-0.12,206.96,0.94,0.87,15.52,29.1,52.36,80.02,23.09,16.39,08-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
08-Dec-2019 - 00:00,21.05,4.84,7.48,12.58,,80.34,136.1,0.0,71.02,134.45,,-0.12,262.31,1.01,0.74,12.05,30.07,40.73,67.79,20.29,20.27,09-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
09-Dec-2019 - 00:00,20.74,4.68,6.27,8.48,,70.52,134.94,0.0,69.6,132.3,,-0.13,237.82,1.23,0.92,12.23,23.62,49.13,69.57,24.28,24.56,10-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
10-Dec-2019 - 00:00,25.48,5.26,6.7,13.3,,74.84,126.38,0.0,60.43,123.54,,-0.11,166.95,0.93,0.78,8.19,31.08,59.89,87.95,23.93,14.87,11-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
11-Dec-2019 - 00:00,22.61,6.23,6.43,9.79,,72.07,137.17,0.0,71.43,110.39,,-0.12,167.56,1.13,0.64,11.02,30.87,52.54,80.39,28.05,12.44,12-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
12-Dec-2019 - 00:00,19.64,3.63,4.73,10.28,,65.44,124.99,0.0,79.09,116.39,,-0.11,114.43,1.06,0.85,11.23,19.63,51.45,68.06,24.29,7.99,13-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
13-Dec-2019 - 00:00,31.54,3.61,5.75,12.65,,98.47,169.85,0.0,73.7,112.1,,-0.12,139.97,1.07,0.97,10.97,31.4,54.55,82.95,32.56,10.19,14-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
14-Dec-2019 - 00:00,32.25,4.4,6.6,16.01,,126.82,213.51,0.0,79.83,107.42,,-0.12,255.83,0.94,1.12,9.17,47.8,54.91,99.72,29.3,13.49,15-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
15-Dec-2019 - 00:00,21.67,3.39,4.95,9.52,,101.92,175.71,0.0,82.72,118.54,,-0.12,177.62,1.33,0.65,13.16,22.28,43.01,62.28,26.94,12.67,16-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
16-Dec-2019 - 00:00,18.97,4.59,5.63,9.61,,74.88,139.7,0.0,75.95,131.78,,-0.13,187.8,1.35,0.65,12.66,14.33,47.37,58.7,21.3,22.19,17-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
17-Dec-2019 - 00:00,17.11,3.0,4.24,10.02,,76.59,144.5,0.0,76.39,107.56,,-0.13,250.04,1.48,0.65,12.98,17.58,47.22,60.5,22.36,13.15,18-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
18-Dec-2019 - 00:00,12.95,3.74,3.81,6.72,,73.08,131.3,0.0,73.62,142.13,,-0.18,243.5,1.98,0.62,13.99,7.93,42.16,47.07,28.14,8.48,19-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
19-Dec-2019 - 00:00,10.78,2.32,2.7,6.17,,70.59,117.64,0.0,69.32,150.67,,-0.16,302.3,1.75,0.58,13.63,5.46,40.07,42.55,27.9,7.2,20-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
20-Dec-2019 - 00:00,16.38,3.22,3.85,9.14,,90.95,148.34,0.0,76.12,140.85,,-0.14,308.22,1.4,0.92,12.1,21.23,44.76,63.01,28.02,4.83,21-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
21-Dec-2019 - 00:00,31.53,7.37,8.33,16.28,,143.82,229.2,0.0,82.17,112.3,,-0.13,210.71,1.37,1.17,12.85,58.15,60.08,115.23,23.3,9.4,22-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
22-Dec-2019 - 00:00,20.94,3.1,4.51,9.57,,131.71,208.05,0.0,89.94,118.31,,-0.13,148.67,1.26,1.06,13.17,15.52,51.23,63.75,17.91,4.74,23-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
23-Dec-2019 - 00:00,21.64,4.78,5.25,8.11,,134.82,223.52,0.0,82.42,104.65,,-0.13,143.58,1.46,0.9,15.78,9.36,52.19,58.53,25.07,9.4,24-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
24-Dec-2019 - 00:00,25.21,8.36,8.19,11.27,,144.7,230.52,0.0,82.41,131.0,,-0.13,211.15,1.34,1.37,12.81,50.2,55.59,102.78,23.89,10.06,25-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
25-Dec-2019 - 00:00,44.08,16.04,16.54,23.41,,138.88,243.88,0.0,75.66,113.29,,-0.1,194.78,0.88,1.6,13.27,110.28,64.57,171.15,27.9,12.27,26-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
26-Dec-2019 - 00:00,30.24,8.94,9.7,17.21,,128.07,194.67,0.0,81.82,46.59,,-0.13,100.13,1.26,0.98,15.91,21.22,57.11,75.33,10.6,14.65,27-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
27-Dec-2019 - 00:00,15.91,4.1,4.1,9.35,,81.07,127.49,0.0,87.37,98.89,,-0.14,190.16,1.58,0.67,22.63,5.55,43.17,45.69,18.62,9.89,28-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
28-Dec-2019 - 00:00,16.27,4.69,4.09,10.95,,111.87,180.47,0.0,82.91,142.42,,-0.15,293.24,1.78,0.77,24.71,7.53,49.58,54.09,20.28,9.58,29-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
29-Dec-2019 - 00:00,13.07,2.97,3.25,7.78,,87.49,140.71,0.0,72.35,164.52,,-0.16,260.03,1.68,0.58,24.86,7.7,45.24,49.94,26.57,6.59,30-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
30-Dec-2019 - 00:00,16.46,3.52,4.05,10.12,,111.73,176.78,0.0,79.37,132.01,,-0.14,296.21,1.48,0.9,32.88,22.09,48.86,67.93,19.09,7.98,31-Dec-2019 - 00:00,,"Padmapukur, Howrah - WBPCB"
31-Dec-2019 - 00:00,38.34,9.96,14.71,31.58,,206.5,264.5,0.0,99.1,9.34,,-0.12,288.98,1.08,2.02,52.62,157.55,75.05,229.55,2.09,4.2,01-Jan-2020 - 00:00,,"Padmapukur, Howrah - WBPCB"
