from date,Benzene,Eth-Benzene,MP-Xylene,Toluene,O Xylene,BP,PM2.5,PM10,RF,RH,SR,Temp,VWS,WD,WS,CO,NH3,NO,NO2,NOx,Ozone,SO2,to date,station
09-Nov-2018 - 00:00,9.81,2.81,5.8,7.93,2.56,,186.87,287.89,0.0,64.38,171.72,23.62,-0.05,232.4,0.36,0.9,14.7,6.81,49.24,56.04,63.49,27.34,10-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
10-Nov-2018 - 00:00,11.28,3.81,7.07,8.58,3.08,,183.28,251.13,0.0,66.7,183.03,23.48,-0.06,267.57,0.45,0.82,16.83,10.57,51.09,61.66,53.85,15.36,11-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
11-Nov-2018 - 00:00,9.11,2.94,6.29,10.21,2.72,,132.23,187.68,0.0,70.18,204.07,23.79,-0.09,258.66,0.55,0.72,19.6,16.4,51.22,67.61,42.81,11.73,12-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
12-Nov-2018 - 00:00,14.11,5.15,9.6,12.32,4.88,,120.36,193.81,0.0,70.84,188.54,23.85,-0.09,267.28,0.5,0.95,29.05,31.4,56.98,88.38,42.42,12.5,13-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
13-Nov-2018 - 00:00,20.0,8.59,12.47,20.63,5.87,,156.49,256.94,0.0,70.84,179.92,23.93,-0.06,270.72,0.38,1.24,28.47,41.59,64.89,106.45,31.86,18.24,14-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
14-Nov-2018 - 00:00,13.58,13.61,10.34,11.21,4.74,,162.61,253.72,0.0,72.79,154.76,24.7,-0.04,244.06,0.28,0.99,32.99,5.01,50.32,55.34,49.9,15.37,15-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
15-Nov-2018 - 00:00,7.44,1.7,2.95,5.08,1.16,,130.28,215.73,0.0,70.18,175.92,25.54,0.0,238.97,0.45,0.75,23.43,3.43,27.52,30.95,72.48,21.68,16-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
16-Nov-2018 - 00:00,7.15,1.95,3.12,5.91,1.2,,114.24,210.29,0.0,63.47,179.57,25.66,-0.04,235.78,0.4,0.58,18.98,3.55,32.77,36.31,65.59,37.29,17-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
17-Nov-2018 - 00:00,7.98,2.69,5.44,7.72,2.34,,104.23,202.85,0.0,67.96,168.44,25.1,-0.08,257.23,0.48,0.71,19.87,3.52,26.96,30.38,64.45,14.69,18-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
18-Nov-2018 - 00:00,8.87,2.24,4.44,8.46,1.95,,121.43,218.0,0.0,54.41,167.21,25.04,-0.06,126.67,0.46,0.78,6.24,10.63,48.0,29.5,52.48,9.47,19-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
19-Nov-2018 - 00:00,17.78,23.68,18.01,23.3,7.51,,154.53,271.62,0.0,60.16,153.87,24.34,-0.05,199.08,0.25,1.34,73.3,25.29,69.81,85.15,33.61,10.33,20-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
20-Nov-2018 - 00:00,24.43,14.54,16.95,22.2,8.54,,166.53,308.3,0.0,77.79,148.64,23.81,-0.04,251.6,0.27,1.27,59.09,35.89,46.18,85.96,38.26,8.65,21-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
21-Nov-2018 - 00:00,17.02,6.18,9.87,15.59,4.42,,161.3,279.58,0.0,64.22,158.12,24.17,-0.05,228.69,0.39,1.08,34.2,17.73,31.2,52.9,45.32,9.16,22-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
22-Nov-2018 - 00:00,17.31,5.79,9.39,13.08,3.84,,160.91,273.07,0.0,61.95,168.34,22.46,-0.09,292.94,0.6,0.94,36.74,14.79,27.75,46.51,37.87,10.62,23-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
23-Nov-2018 - 00:00,14.24,9.37,10.76,12.89,4.96,,157.35,256.4,0.0,61.57,173.9,22.05,-0.06,271.86,0.38,0.98,31.45,9.19,24.04,37.21,42.0,7.82,24-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
24-Nov-2018 - 00:00,17.53,7.34,10.73,22.08,4.9,,184.42,282.52,0.0,66.08,155.95,21.2,-0.06,282.42,0.43,1.32,31.61,15.49,24.57,44.03,43.61,7.69,25-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
25-Nov-2018 - 00:00,17.73,4.43,8.09,12.84,3.61,998.73,205.18,303.58,0.0,71.75,143.87,21.73,-0.07,261.41,0.47,1.25,41.44,12.18,21.01,37.16,40.82,4.85,26-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
26-Nov-2018 - 00:00,21.26,22.1,16.81,13.64,6.75,,171.43,286.44,0.0,70.05,145.07,22.51,-0.03,233.16,0.28,1.13,36.55,18.13,23.04,45.13,29.38,9.51,27-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
27-Nov-2018 - 00:00,22.28,11.77,15.07,24.12,7.55,,123.35,210.93,0.0,65.67,173.22,23.16,-0.05,178.44,0.4,0.9,40.14,22.76,21.83,48.54,28.96,4.57,28-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
28-Nov-2018 - 00:00,22.8,18.3,16.81,17.6,7.23,,111.48,205.58,0.0,65.46,167.13,23.66,-0.05,200.81,0.28,0.99,41.42,23.47,22.4,49.86,24.84,9.67,29-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
29-Nov-2018 - 00:00,22.55,19.53,18.68,19.55,8.03,,105.23,198.02,0.0,64.26,174.69,23.14,-0.05,186.45,0.32,1.2,41.12,31.35,23.25,58.58,23.7,4.71,30-Nov-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
30-Nov-2018 - 00:00,22.5,27.47,20.55,13.62,8.56,,122.14,231.86,0.0,64.96,123.74,23.02,-0.04,219.04,0.24,1.13,33.96,22.01,22.98,48.98,26.49,13.37,01-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
01-Dec-2018 - 00:00,18.72,8.09,12.71,11.76,5.92,,140.63,237.53,0.0,61.48,138.5,23.21,-0.04,262.79,0.36,0.93,37.26,13.28,18.45,35.72,32.94,13.2,02-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
02-Dec-2018 - 00:00,13.32,4.31,9.91,6.15,4.03,,152.06,242.9,0.0,68.06,144.55,21.64,-0.06,196.26,0.37,0.81,33.47,13.49,16.48,33.96,33.68,7.53,03-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
03-Dec-2018 - 00:00,20.05,7.67,13.18,12.62,6.81,,190.0,293.48,0.0,66.57,137.91,21.37,-0.06,220.45,0.33,1.16,29.94,12.98,19.29,36.25,32.52,13.25,04-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
04-Dec-2018 - 00:00,21.85,6.53,13.73,12.32,5.85,,199.05,323.09,0.0,66.89,155.68,20.55,-0.03,255.08,0.48,1.36,33.58,21.29,21.61,46.89,38.13,17.47,05-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
05-Dec-2018 - 00:00,17.26,5.76,11.56,11.54,5.23,,193.85,304.54,0.0,64.42,153.13,20.11,-0.06,280.51,0.44,1.35,31.63,12.37,18.22,34.59,46.45,11.27,06-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
06-Dec-2018 - 00:00,15.33,4.71,9.23,8.15,3.97,,198.58,306.69,0.0,65.67,135.07,20.49,-0.06,279.44,0.44,1.2,29.71,6.02,17.54,27.56,42.35,12.29,07-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
07-Dec-2018 - 00:00,26.25,9.56,17.13,20.03,8.49,,238.64,347.15,0.0,70.79,138.63,19.95,-0.05,272.96,0.36,1.5,32.75,18.0,19.46,41.46,37.7,12.76,08-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
08-Dec-2018 - 00:00,11.76,4.23,6.33,4.73,2.76,,198.11,311.21,0.0,65.17,142.02,19.14,-0.06,286.57,0.47,1.16,31.63,13.79,18.42,36.2,42.98,11.03,09-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
09-Dec-2018 - 00:00,1.94,0.0,0.0,0.0,0.0,,191.55,294.74,0.0,67.61,154.33,18.6,-0.05,275.77,0.43,1.32,31.18,10.64,15.18,29.81,40.09,7.95,10-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
10-Dec-2018 - 00:00,3.13,0.0,0.03,0.08,0.0,,211.3,309.45,0.0,68.66,153.51,19.34,-0.05,206.95,0.34,1.68,32.42,21.92,18.87,44.78,29.89,10.91,11-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
11-Dec-2018 - 00:00,1.81,0.0,0.0,0.01,0.0,,182.5,265.8,0.0,69.86,124.15,19.88,-0.06,271.97,0.39,1.28,35.88,14.12,15.59,33.71,26.02,14.13,12-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
12-Dec-2018 - 00:00,1.37,0.0,0.0,0.01,0.0,,162.69,260.71,0.0,68.54,143.26,20.94,-0.05,252.44,0.27,1.27,27.64,11.26,16.65,31.91,33.31,16.99,13-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
13-Dec-2018 - 00:00,4.32,0.0,0.0,0.34,0.0,,194.85,303.0,0.0,66.7,146.91,21.63,-0.06,249.05,0.35,1.36,35.51,21.99,18.73,44.72,28.17,17.34,14-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
14-Dec-2018 - 00:00,2.18,0.0,0.0,0.39,0.0,,158.31,271.85,0.01,58.62,146.86,22.23,-0.09,188.68,0.56,0.93,31.53,9.0,16.85,29.85,31.37,24.21,15-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
15-Dec-2018 - 00:00,1.82,0.0,0.0,0.35,0.0,,158.09,281.13,-0.0,56.02,123.24,20.96,-0.08,283.32,0.78,1.36,29.99,8.92,16.36,29.28,32.85,21.08,16-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
16-Dec-2018 - 00:00,0.8,0.0,0.0,0.12,0.0,,119.12,184.93,0.0,56.12,71.85,20.84,-0.1,274.85,0.78,0.73,30.59,2.53,12.06,18.59,32.92,10.69,17-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
17-Dec-2018 - 00:00,4.11,2.06,2.25,2.96,1.68,,109.03,149.38,0.07,83.18,59.43,18.35,-0.22,260.8,1.36,0.49,29.87,1.14,8.02,13.15,27.9,8.31,18-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
18-Dec-2018 - 00:00,4.21,0.83,1.43,4.7,0.59,,53.07,78.88,0.06,93.76,52.82,16.63,-0.2,249.5,1.48,0.25,27.72,0.99,5.11,10.1,25.37,4.62,19-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
19-Dec-2018 - 00:00,10.27,4.19,4.92,10.92,2.67,,65.72,110.38,0.0,83.0,187.55,17.62,-0.12,286.28,0.98,0.6,28.78,4.29,6.41,14.29,26.02,6.49,20-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
20-Dec-2018 - 00:00,15.1,6.57,9.27,17.92,4.24,,138.27,212.5,0.0,82.03,171.33,17.78,-0.1,268.21,0.6,1.28,24.87,4.88,1.95,10.83,33.16,8.68,21-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
21-Dec-2018 - 00:00,26.02,8.2,13.39,26.46,6.41,,198.36,285.28,0.0,73.13,167.96,17.39,-0.09,282.65,0.53,1.51,21.01,1.64,2.33,4.92,38.6,6.29,22-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
22-Dec-2018 - 00:00,26.09,7.18,12.66,24.0,5.73,,231.83,301.66,0.0,66.56,161.75,17.18,-0.09,285.83,0.57,1.2,18.38,1.3,1.68,2.19,35.23,8.66,23-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
23-Dec-2018 - 00:00,11.82,4.25,7.17,18.68,3.7,,193.5,261.53,0.0,65.47,158.3,17.32,-0.08,297.7,0.53,0.67,17.23,1.99,1.03,2.17,38.9,6.22,24-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
24-Dec-2018 - 00:00,13.15,6.22,9.13,14.02,5.7,,159.18,224.79,0.0,69.63,166.22,17.57,-0.07,284.74,0.48,0.79,15.93,1.55,0.65,1.87,35.1,6.87,25-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
25-Dec-2018 - 00:00,19.18,7.98,12.96,18.99,5.97,,200.68,270.38,0.0,66.14,169.27,17.21,-0.06,285.71,0.44,1.17,13.33,2.17,0.25,0.93,44.82,8.32,26-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
26-Dec-2018 - 00:00,19.76,7.88,11.95,17.25,5.47,,213.86,295.32,0.0,63.24,166.68,16.41,-0.07,297.03,0.58,1.2,16.78,2.95,27.41,12.13,42.47,9.71,27-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
27-Dec-2018 - 00:00,24.13,11.11,15.31,28.57,7.64,,269.51,338.01,0.0,62.82,160.11,16.45,-0.08,280.04,0.52,1.26,24.05,2.99,5.35,8.32,37.86,12.68,28-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
28-Dec-2018 - 00:00,22.94,9.93,13.57,26.74,6.92,,222.71,320.16,0.0,60.73,164.44,16.04,-0.11,281.09,0.61,1.09,40.79,50.02,18.46,66.03,35.07,10.52,29-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
29-Dec-2018 - 00:00,26.24,9.25,13.15,29.31,6.27,,254.36,335.9,0.0,63.24,167.42,15.34,-0.1,294.6,0.59,1.16,74.97,87.85,53.26,126.63,36.43,14.43,30-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
30-Dec-2018 - 00:00,10.02,2.57,4.46,10.83,2.06,,172.94,236.38,0.0,60.78,167.23,16.73,-0.13,330.16,0.96,0.78,42.66,33.88,28.56,59.81,36.54,11.52,31-Dec-2018 - 00:00,"Padmapukur, Howrah - WBPCB"
31-Dec-2018 - 00:00,10.27,2.02,4.77,9.36,2.2,,198.08,268.85,0.0,69.83,14.3,14.9,-0.04,345.88,0.54,0.64,54.86,45.54,41.44,86.97,1.37,7.7,01-Jan-2019 - 00:00,"Padmapukur, Howrah - WBPCB"
